paper_id,route_id,route_node_id,target_entity_id,target_material,route_role,material_provenance,process_summary,normalized_tags,precursors,solvents,polymer_components,additives,final_form,step_count,step_types,steps_json,confidence,title,doi,year,journal,source_json
ange.202415617,route_1,route:ange.202415617:route_1,E1,RMSPE membrane,membrane_preparation,lab_synthesis,"UV-initiated thiol-ene polymerization-induced phase separation of C6M, EGDMA, and PETMP with EMIM-TFSI IL, followed by PVDF-HFP coating to form porous RMSPE membrane.",coating; film_casting; liquid_phase_synthesis; polymerization_induced_phase_separation; uv_curing,C6M (liquid crystal monomer); EGDMA (ethylene dimethacrylate); PETMP (tetrakis(3-mercaptopropionic acid) pentaerythritol),,PVDF-HFP,EMIM-TFSI ionic liquid; LiTFSI,porous polymer membrane,3,coating; mixing; uv_curing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""LC monomers (C6M) with rigid units and flexible ionic conductive segments (C=O and C-O-C) were successfully synthesized for co-polymerization with lithiophilic ethylene dimethacrylate (EGDMA)"", ""Tetrakis (3-mercaptopropionic acid) pentaerythritol (PETMP) was used as a crosslinking agent.""], ""heating_rate"": null, ""notes"": ""C6M, EGDMA, PETMP, LiTFSI, EMIM-TFSI mixed to form precursor solution"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""ultraviolet irradiation"", ""evidence"": [""The rapid thiol-ene click reaction under ultraviolet irradiation was proposed to achieve polymerization-induced phase separation.""], ""heating_rate"": null, ""notes"": ""thiol-ene click reaction induces polymerization-induced phase separation"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""uv_curing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Further refined by coating a robust polymer network, this all-organic design endows a homogeneous micro-nano porous structure"", ""PVDF-HFP polymer serves as both an 'inactive' flexible supporting network that envelops the assembled organic nanomaterials and as a size-refining agent due to its confining effect.""], ""heating_rate"": null, ""notes"": ""PVDF-HFP coated onto assembled porous nanostructure to refine and stabilize framework"", ""pressure"": null, ""step_index"": 3, ""temperature"": null, ""time"": null, ""type"": ""coating""]",0.9,Designing a Refined Multi-Structural Polymer Electrolyte Framework for Highly Stable Lithium-Metal Batteries,ange.202415617,2024,,信息提取结果/ange.202415617/sse_extraction.json
ange.202415727,route_1,route:ange.202415727:route_1,E1,CHMOP-Li film,electrolyte_synthesis,lab_synthesis,Coordination crosslinking reaction between MOP-(Cu) and Cell-g copolymer with LiTFSI to form self-standing film.,coordination_crosslinking; film_casting; polymerization; solution_casting,MOP-(Cu); Cell-g; LiTFSI,,Cell-g; MOP-(Cu),LiTFSI,self-standing film,1,coordination_crosslinking_reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""CHMOP-Li polymer electrolyte was fabricated by MOP-(Cu) and Cell-g using a coordinationcrosslinking reaction"", ""The self-standing CHMOP-Li electrolyte film is readily formed on a large scale (6×6 cm^2) with a thickness of about 150 μm during the polymerization reaction""], ""heating_rate"": null, ""notes"": ""forms self-standing film with thickness ~150 μm"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""coordination_crosslinking_reaction""]",0.9,Coordination-Driven Crosslinking Electrolytes for Fast Lithium-Ion Conduction and Solid-State Battery Applications,ange.202415727,2024,Angewandte Chemie International Edition,信息提取结果/ange.202415727/sse_extraction.json
ange.202415727,route_2,route:ange.202415727:route_2,E2,Cell-g-Li,electrolyte_synthesis,lab_synthesis,Polymerization of Cell-g with LiTFSI.,polymerization,Cell-g; LiTFSI,,Cell-g,LiTFSI,,1,polymerization,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Ionic conductivity is a primary indicator when developing solid-state electrolytes (SSEs). The ionic conductivities of the CHMOP-Li electrolytes were investigated via electrochemical impedance spectroscopy (EIS) measurements from 25 to 100^\\circ\C . For comparison, \\mathrmLi^+ -conducted Cell-g and MOP-(Cu) (denoted as Cell-g-Li and MOP-(Cu)-Li) were also prepared via polymerization and cold-pressing methods, respectively (Figure S8). The Nyquist plots show a one-semi""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""polymerization""]",0.8,Coordination-Driven Crosslinking Electrolytes for Fast Lithium-Ion Conduction and Solid-State Battery Applications,ange.202415727,2024,Angewandte Chemie International Edition,信息提取结果/ange.202415727/sse_extraction.json
ange.202415727,route_3,route:ange.202415727:route_3,E3,MOP-(Cu)-Li,electrolyte_synthesis,lab_synthesis,Cold-pressing of MOP-(Cu) with LiTFSI.,cold_pressing,MOP-(Cu); LiTFSI,,,LiTFSI,pellet,1,cold_pressing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Ionic conductivity is a primary indicator when developing solid-state electrolytes (SSEs). The ionic conductivities of the CHMOP-Li electrolytes were investigated via electrochemical impedance spectroscopy (EIS) measurements from 25 to 100^\\circ\C . For comparison, \\mathrmLi^+ -conducted Cell-g and MOP-(Cu) (denoted as Cell-g-Li and MOP-(Cu)-Li) were also prepared via polymerization and cold-pressing methods, respectively (Figure S8). The Nyquist plots show a one-semi""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""cold_pressing""]",0.8,Coordination-Driven Crosslinking Electrolytes for Fast Lithium-Ion Conduction and Solid-State Battery Applications,ange.202415727,2024,Angewandte Chemie International Edition,信息提取结果/ange.202415727/sse_extraction.json
ange.202416897,route_1,route:ange.202416897:route_1,E1,0.3Mo-PEA-IPDI metallopolymer,precursor_synthesis,lab_synthesis,Coordinative cross-linking of polyetheramine (PEA) and isophorone diisocyanate (IPDI) using TPABD Mo-paddlewheel complex as tetratopic linker.,coordination_crosslinking; polymerization,tetrakis(para-aminobenzoato)dimolybdenum(II); polyetheramine; isophorone diisocyanate,,polyetheramine (PEA); isophorone diisocyanate (IPDI); TPABD,,metallopolymer solid,1,coordination_crosslinking,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""utilizing TPABD to coordinatively crosslink polyetheramine (Mn~2000, PEA) and isophorone diisocyanate (IPDI)""], ""heating_rate"": null, ""notes"": ""TPABD used as tetratopic linker to bridge PEA and IPDI"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""coordination_crosslinking""]",0.9,Metal-Organic Coordination Enhanced Metallopolymers Electrolytes for Wide-Temperature Solid-State Lithium Metal Batteries,10.1002/anie.202416897,2025,Angewandte Chemie International Edition,信息提取结果/ange.202416897/sse_extraction.json
ange.202416897,route_2,route:ange.202416897:route_2,E1,0.3Mo-PEA-IPDI MPE film,membrane_preparation,lab_synthesis,"Drop-casting of 0.3Mo-PEA-IPDI and LiFSI (1:4 wt) in THF onto Li foil, followed by drying at 60 C for 6 h.",drop_casting; drying; film_casting; liquid_phase_synthesis; solution_casting,0.3Mo-PEA-IPDI metallopolymer; LiFSI,tetrahydrofuran,0.3Mo-PEA-IPDI,,film on Li foil,3,dissolution; drop_casting; drying,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The MPEs were prepared by dissolving xMo-PEA-IPDI metallopolymers and LiFSI (1:4 by weight) in tetrahydrofuran (THF) solvent.""], ""heating_rate"": null, ""notes"": ""0.3Mo-PEA-IPDI and LiFSI (1:4 by weight) dissolved in THF"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""dissolution"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""A simple and convenient drop-casting method was used to construct an MPE film on Li metal foils.""], ""heating_rate"": null, ""notes"": ""construct MPE film on Li metal foils"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""drop_casting"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""A drying temperature of 60 C and drying time of 6 h is adopted to ensure that most THF solvent molecules were evaporated.""], ""heating_rate"": null, ""notes"": ""ensure most THF evaporated"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""60 C"", ""time"": ""6 h"", ""type"": ""drying""]",0.95,Metal-Organic Coordination Enhanced Metallopolymers Electrolytes for Wide-Temperature Solid-State Lithium Metal Batteries,10.1002/anie.202416897,2025,Angewandte Chemie International Edition,信息提取结果/ange.202416897/sse_extraction.json
ange.202417105,route_1,route:ange.202417105:route_1,E1,MOF@Polymer GPE,electrolyte_synthesis,lab_synthesis,"In situ solution-process method involving skeleton membrane preparation, precursor solution processing, and thermal synthesis to grow UiO-66-NH2 MOF within PVDF-HFP/F-PI matrix.",electrospinning; film_casting; hot_pressing; in_situ_synthesis; liquid_phase_synthesis; solution_processing,PVDF-HFP; UiO-66-NH2 precursors; Fluorinated polyimide nanofiber membrane (F-PI),,PVDF-HFP; Fluorinated polyimide nanofiber (F-PI),UiO-66-NH2,gel polymer electrolyte membrane,4,electrospinning; hot_pressing; solution_processing; thermal_synthesis,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""This material was prepared using a combination of electrospinning and hot-pressing techniques""], ""heating_rate"": null, ""notes"": ""Preparation of F-PI nanofiber membrane"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""electrospinning"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""This material was prepared using a combination of electrospinning and hot-pressing techniques""], ""heating_rate"": null, ""notes"": ""Consolidation of F-PI layer"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""hot_pressing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""in situ construct gel polymer electrolytes (GPEs) with well-dispersed metal-organic frameworks (MOFs)"", ""encompasses three distinct stages: skeleton membrane preparation, precursor solution processing, and thermal synthesis""], ""heating_rate"": null, ""notes"": ""Precursor solution processing and in situ MOF growth"", ""pressure"": null, ""step_index"": 3, ""temperature"": null, ""time"": null, ""type"": ""solution_processing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""encompasses three distinct stages: skeleton membrane preparation, precursor solution processing, and thermal synthesis""], ""heating_rate"": null, ""notes"": ""Thermal treatment to complete MOF formation and gelation"", ""pressure"": null, ""step_index"": 4, ""temperature"": null, ""time"": null, ""type"": ""thermal_synthesis""]",0.9,Enhancing Microdomain Consistency in Polymer Electrolytes towards Sustainable Lithium Batteries,10.1002/anie.202417105,2025,Angewandte Chemie International Edition,信息提取结果/ange.202417105/sse_extraction.json
ange.202417105,route_2,route:ange.202417105:route_2,E1,MOF@Polymer GPE,cell_assembly,lab_synthesis,"Assembly of solid-state pouch cells and coin cells with NCM811, LFP, or LCO cathodes and Li metal anode.",cell_assembly; coin_cell; pouch_cell,,,,,solid-state battery,1,cell_assembly,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""NCM811//MOF@Polymer//Li pouch cell reveals a reversible capacity of ~0.2 Ah"", ""we conducted tests on the GPEs within Li-metal batteries at ambient temperature""], ""heating_rate"": null, ""notes"": ""NCM811//MOF@Polymer//Li pouch cell with N/P ratio ~1.7"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""ambient temperature"", ""time"": null, ""type"": ""cell_assembly""]",0.9,Enhancing Microdomain Consistency in Polymer Electrolytes towards Sustainable Lithium Batteries,10.1002/anie.202417105,2025,Angewandte Chemie International Edition,信息提取结果/ange.202417105/sse_extraction.json
ange.202417605,route_1,route:ange.202417605:route_1,,Co3O4/TiO2 heterojunction filler,precursor_synthesis,lab_synthesis,Coprecipitation synthesis of flower-like Co3O4/TiO2 P-N junction heterojunction filler,coprecipitation,,,,,micron-sized flower-like powder with nanosheets,1,coprecipitation,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""we designed and prepared the photocatalytic active Co3O4/TiO2 filler using a simple coprecipitation method"", ""This photocatalytic active filler exhibits a micron-sized flower-like morphology with nanosheets (~ 30 nm thick) on the exterior""], ""heating_rate"": null, ""notes"": ""forms micron-sized flower-like morphology with nanosheets (~30 nm thick) on exterior and homogeneously dispersed nanoparticles on interior"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""coprecipitation""]",0.9,"Photoexcitation-Enhanced High-Ionic Conductivity in Polymer Electrolytes for Flexible, All-Solid-State Lithium-Metal Batteries Operating at Room Temperature",10.1002/ange.202417605,2024,Angewandte Chemie International Edition,信息提取结果/ange.202417605/sse_extraction.json
ange.202417605,route_2,route:ange.202417605:route_2,E1,LDR solid polymer electrolyte film,membrane_preparation,lab_synthesis,Solution casting of PEO/LiTFSI with 1.0 wt% bacterial cellulose and 5.0 wt% Co3O4/TiO2 filler to form ~75 μm thick film,film_casting; film_formation; liquid_phase_synthesis; solution_casting,Poly(ethylene oxide); Lithium bis(trifluoromethanesulfonyl)imide; Bacterial Cellulose; Co3O4/TiO2 heterojunction,,Poly(ethylene oxide); Bacterial Cellulose,Co3O4/TiO2 heterojunction,solid polymer electrolyte film,1,mixing_and_casting,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Thus, an LDR solid polymer electrolyte film with 1.0% BC and 5.0% P-N is fabricated"", ""the as-synthesized LDR solid polymer electrolyte film has a thickness of approximately 75 μm and consists of BC and P-N""], ""heating_rate"": null, ""notes"": ""fabricated into film with thickness of approximately 75 μm"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing_and_casting""]",0.9,"Photoexcitation-Enhanced High-Ionic Conductivity in Polymer Electrolytes for Flexible, All-Solid-State Lithium-Metal Batteries Operating at Room Temperature",10.1002/ange.202417605,2024,Angewandte Chemie International Edition,信息提取结果/ange.202417605/sse_extraction.json
ange.202418999,route_1,route:ange.202418999:route_1,E1,LLZTO-CBSA,coating_or_interface,lab_synthesis,Surface modification of LLZTO with 4-chlorobenzenesulfonic acid (CBSA) to form self-assembled monolayer.,self_assembled_monolayer; soaking; surface_modification,LLZTO; 4-chlorobenzenesulfonic acid,isopropanol,,,modified powder,2,soaking; washing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The CBSA containing -\SO_3\H and -\Cl was applied to soak LLZTO to prepare LLZTO-CBSA""], ""heating_rate"": null, ""notes"": ""CBSA containing -SO3H and -Cl was applied to soak LLZTO"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""soaking"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""even after repeatedly soaking in isopropanol (IPA)""], ""heating_rate"": null, ""notes"": ""repeatedly soaking in isopropanol (IPA)"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""washing""]",0.9,Self-Assembled Monolayer in Hybrid Quasi-Solid Electrolyte Enables Boosted Interface Stability and Ion Conduction,10.1002/anie.202418999,2025,Angew. Chem. Int. Ed.,信息提取结果/ange.202418999/sse_extraction.json
ange.202418999,route_2,route:ange.202418999:route_2,E1,SAM-HQSE precursor,membrane_preparation,lab_synthesis,"Mixing LE, PEGDA, AIBN, and LLZTO-CBSA to form precursor solution.",liquid_phase_synthesis; mixing; solution_preparation,Liquid Electrolyte; PEGDA; AIBN; LLZTO-CBSA,,PEGDA; AIBN,,precursor solution,1,mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""SAM-HQSE containing azobisisobutyronitrile (AIBN), polymer monomers PEGDA, LE and LLZTO-CBSA""], ""heating_rate"": null, ""notes"": ""precursor solution containing LE, PEGDA, AIBN, and LLZTO-CBSA"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing""]",0.9,Self-Assembled Monolayer in Hybrid Quasi-Solid Electrolyte Enables Boosted Interface Stability and Ion Conduction,10.1002/anie.202418999,2025,Angew. Chem. Int. Ed.,信息提取结果/ange.202418999/sse_extraction.json
